query_id	query
2476	what would be the official expenses on a trip
2477	which regulation allows a fiduciary to reject an election
2478	who is authorized to issue nsl
2479	what is the purpose of the community policing progress report?
2480	where prior approval is required, the approval authority will be vested in
2481	what is the purpose of a mou document?
2482	who was the honorary citizen of ireland
2483	what is level progress for inmate management
2484	what's saa requirements
2485	when is recipient integrity and performance matters mandatory for all federal awarding agencies
2486	can you work in a dental clinic inmate without license
2487	a nation is sovereign in its territorial sea
2488	which executive order extended regulatory review to independent agencies?
2489	when does program progress report due
2490	why is information disclosed to the white house subject to executive privilege
2491	prea intake objective screening instrument
2492	who is responsible for developing and approving the approval and operation of all subawards and requires its subawardees to adhere to applicable federal requirements governing federal assistance?
2493	when a bea is awarded who must sign notice of award and award agreement?
2494	what is required to maintain currency information in the sam
2495	when and how do you report executive compensation
2496	how is sexual harassment addressed
2497	which section of regulation is removed and reserved
2498	what are the specific rules regarding termination of award funding?
2499	does schedule k include ordinary business earnings
2500	how is competition determined inadequate
2501	when can a sole source justification request be submitted
2502	cops program award owner's manual
2503	how do jurisdictions notify sex offender public
2504	effect of judicial stay in administrative fund
2505	when was single audit act amended
2506	when do you need to modify cops policy
2507	what is a grant period
2508	do eeops require quotas
2509	when is fica relief available to the state or local governments?
2510	when are financial reports due
2511	how to file a program progress report
2512	which regulation specifically restricts incoming publications due to their association with the inmate’s risk to engage in sexually offensive behavior
2513	what is the purpose of a mou?
2514	how many days for law enforcement to approve a chp award
2515	who said the department of attorney must spend resources monitoring cases that it had for good reason decided not to bring
2516	what is the form used to award classified information
2517	what is the law regarding iraq communications between retired navy flag officer and marine corps commander
2518	requirements for continuing education programs
2519	how to earn a program achievement award
2520	what is the amortize period for section 197
2521	which government agencies work with law enforcement to address community concerns?
2522	why does community policing need decentralized decision making?
2523	what is chp rehire
2524	inmates must be assigned to restrictive housing
2525	what is the role of an intern supervisor in training program
2526	how to report subrecipient executive compensation
2527	who reviews inmates at smu
2528	can the president remove ftc commissioners
2529	what skills is needed for community policing
2530	what is required for a cops grant
2531	types of juvenile facilities
2532	which u.s. congressman has the authority to require the states to lodge federal detainees for federal trial
2533	what is the proposal evaluation process
2534	what is a necessary local official
2535	is a 1099 reportable
2536	what is the checklist for center discipline committee certification
2537	internal revenue service memo release release number
2538	where and when to report a tribal resource grant program (trgp) grant
2539	why did congress specifically intend to override other statutes of limitations?
2540	indemnification of employee for personal liability arising from official action is
2541	how is the class of asset postf 134629-07 supported?
2542	can domestic subsidiaries offsetting positions be a straddle position?
2543	what is an organizational conflict of interest
2544	is income excludable from taxable income
2545	is section 197 ratable
2546	why can the attorney general not pursue lawsuits
2547	reasons why an inmate may not be removed from the resolve coordinator's office
2548	which inmate can be placed directly into the challenge program?
2549	us dept of justice immigration fax number
2550	how to review inmate central file
2551	standards for administration of correctional agencies
2552	what is the purpose of a mou agreement
2553	which definition describes a person who has engaged in sexually violent conduct or attempted to engage in sexually violent conduct?
2554	what is the memorandum number for internal revenue service?
2555	do inmate have commissary privilege
2556	why are cops funds used more efficiently
2557	what does trgp pay for
2558	who is responsible for developing, approval, and operating of cops community policing development programs?
2559	do tax practitioners need to retain client records
2560	what is the bureau of citizenship & immigration service employment eligibility verification form
2561	when to report service closing agreement to the jc
2562	what was the precedent for a presidential appearance as a character witness in a civil or criminal proceedings
2563	who determines the profit per unit on a pool?
2564	what is the objective of an oig audit?
2565	what is the department of justice doing regarding the threat against election workers?
2566	when may a deduct amounts paid to a store to redeem gift checks?
2567	which branch has the power to make appointments during the recess period?
2568	how to conduct a single audit under cops office regulations
2569	what does operations lieutenant do
2570	what is the cops tribal resource grant
2571	is corporation x amortizable
2572	which amendments to the education act prohibit discrimination
2573	are transaction costs capitalized
2574	why was the bcbsa exemption proposed by gao and bcbsa
2575	what is useful life of a baseball contract
2576	when is reprisal against an official prohibited
2577	when did the ratification of the havana convention happen
